Commit SHA,Java File,Old function signature,New function signature
9aff6d52e01b50f25f5dbe1086ff10012ca25c48,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,"LedgerDirsManager(ServerConfiguration, File[], StatsLogger)","LedgerDirsManager(ServerConfiguration, File[], DiskChecker, StatsLogger)"
9aff6d52e01b50f25f5dbe1086ff10012ca25c48,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,"LedgerDirsManager(ServerConfiguration, File[])","LedgerDirsManager(ServerConfiguration, File[], DiskChecker, StatsLogger)"
9aff6d52e01b50f25f5dbe1086ff10012ca25c48,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,"LedgerDirsManager(ServerConfiguration, File[])","LedgerDirsManager(ServerConfiguration, File[], DiskChecker)"
9aff6d52e01b50f25f5dbe1086ff10012ca25c48,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,"getTotalDiskSpace()","getTotalDiskSpace(List)"
9aff6d52e01b50f25f5dbe1086ff10012ca25c48,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,"getTotalFreeSpace()","getTotalFreeSpace(List)"
29eb420f1cca07c1a3a7748ed7fbb8a5bc54f2fa,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,"listLedgersToRereplicate()","listLedgersToRereplicate(Predicate)"
29eb420f1cca07c1a3a7748ed7fbb8a5bc54f2fa,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,"listLedgersToRereplicate()","listLedgersToRereplicate(Predicate)"
ee0dddee6849d1968500af666571df668d34393a,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,"read(ByteBuffer, long)","read(ByteBuffer, long, boolean)"
ee0dddee6849d1968500af666571df668d34393a,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,"readAbsolute(ByteBuffer, long)","readAbsolute(ByteBuffer, long, boolean)"
ee0dddee6849d1968500af666571df668d34393a,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,"handleReadResponse(long, long, StatusCode, ByteBuf, long, CompletionValue)","handleReadResponse(long, long, StatusCode, ByteBuf, long, long, CompletionValue)"
75aca2397e43ec321a049aaec514c99cc9fad235,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,"sendReadTo(BookieSocketAddress, LedgerEntryRequest)","sendReadTo(int, BookieSocketAddress, LedgerEntryRequest)"
90e4e46bccdd1a788e10056f4a3818aa2aead452,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,"handleReadResponse(long, long, StatusCode, ByteBuf, CompletionValue)","handleReadResponse(long, long, StatusCode, ByteBuf, long, CompletionValue)"
58b92de8b5feee37f8bc9a99d8c98c2a9d9df383,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java,"ReadEntryProcessorV3(Request, Channel, BookieRequestProcessor)","ReadEntryProcessorV3(Request, Channel, BookieRequestProcessor, ExecutorService)"
