Commit SHA,Java File,Old function signature,New function signature
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher, Publisher, Publisher)"
28fe6fd4cc5d0c551b11ca299226a5b3812c59fc,src/main/java/io/reactivex/Observable.java,"concat(Publisher<? extends T>[])","concat(Publisher, Publisher, Publisher, Publisher, Publisher, Publisher, Publisher)"
3061b7c8fa8ec79bbbabd60d7056de3861509c9a,src/main/java/io/reactivex/internal/operators/OperatorOnBackpressureBuffer.java,"OperatorOnBackpressureBuffer(int, boolean, boolean)","OperatorOnBackpressureBuffer(int, boolean, boolean, Runnable)"
7d03daa8d6d0fb6d59d8f5561f0598d79cb85ea5,src/main/java/rx/internal/operators/OperatorReplay.java,"OperatorReplay()","OperatorReplay(OnSubscribe, Observable, AtomicReference, Func0)"
0420193e7c075c4fa7986fe03e96fe4a92952cde,src/main/java/rx/internal/operators/OperatorMerge.java,"OperatorMerge()","OperatorMerge(boolean, int)"
0420193e7c075c4fa7986fe03e96fe4a92952cde,src/main/java/rx/internal/operators/OperatorMerge.java,"OperatorMerge(boolean)","OperatorMerge(boolean, int)"
82d7b9cca2efd0a8f36ec3b700bb8f34c445a093,src/main/java/rx/internal/operators/OperatorReplay.java,"OperatorReplay()","OperatorReplay(OnSubscribe, Observable, AtomicReference, Func0)"
bf12d3279361a9fb9ffba2bce95f36b7931a6fe2,src/main/java/rx/internal/operators/OperatorPublish.java,"OperatorPublish(Observable)","OperatorPublish(OnSubscribe, Observable, AtomicReference)"
615db6a15d8ef5dc8be01e963d058c18fe853a10,src/main/java/rx/internal/operators/OperatorToObservableSortedList.java,"OperatorToObservableSortedList()","OperatorToObservableSortedList(Func2, int)"
615db6a15d8ef5dc8be01e963d058c18fe853a10,src/main/java/rx/internal/operators/OperatorToObservableSortedList.java,"OperatorToObservableSortedList()","OperatorToObservableSortedList(int)"
615db6a15d8ef5dc8be01e963d058c18fe853a10,src/main/java/rx/internal/operators/OperatorToObservableSortedList.java,"OperatorToObservableSortedList(Func2)","OperatorToObservableSortedList(Func2, int)"
ffe0fa1c7e6f38a668d1650c1409a9eb81604788,src/main/java/rx/internal/operators/OnSubscribeUsing.java,"OnSubscribeUsing(Func0, Func1, Action1)","OnSubscribeUsing(Func0, Func1, Action1, boolean)"
7163288b11a67ddf6a155b7af4916d6b206a688e,src/perf/java/rx/subscriptions/CompositeSubscriptionPerf.java,"addClearLocal(TheState)","addClearLocal(TheState, Blackhole)"
7163288b11a67ddf6a155b7af4916d6b206a688e,src/perf/java/rx/subscriptions/CompositeSubscriptionPerf.java,"addRemoveLocal(TheState)","addRemoveLocal(TheState, Blackhole)"
7163288b11a67ddf6a155b7af4916d6b206a688e,src/perf/java/rx/subscriptions/MultipleAssignmentSubscriptionPerf.java,"addLocal(TheState)","addLocal(TheState, Blackhole)"
7163288b11a67ddf6a155b7af4916d6b206a688e,src/perf/java/rx/subscriptions/SerialSubscriptionPerf.java,"addLocal(TheState)","addLocal(TheState, Blackhole)"
7163288b11a67ddf6a155b7af4916d6b206a688e,src/perf/java/rx/subscriptions/SubscriptionListPerf.java,"addClearLocal(TheState)","addClearLocal(TheState, Blackhole)"
02442238766e644ee05fbbd1340d58ae25f91275,src/main/java/rx/internal/operators/OnSubscribeRefCount.java,"disconnect()","disconnect(CompositeSubscription)"
1d15fea659d5f84bd666b164f3bf6ebcbb91327d,src/main/java/rx/internal/operators/OperatorOnBackpressureBuffer.java,"pollQueue(AtomicLong, AtomicLong, Queue, Subscriber)","pollQueue(AtomicLong, AtomicLong, AtomicLong, Queue, Subscriber)"
af275628baa8e62e2e00271ee08fff01de77845a,src/main/java/rx/internal/operators/OperatorOnBackpressureBuffer.java,"pollQueue(AtomicLong, AtomicLong, Queue, Subscriber)","pollQueue(AtomicLong, AtomicLong, AtomicLong, Queue, Subscriber)"
d429110e6ae2d16183ecfa8243ab4ef36fff0c08,rxjava-core/src/perf/java/rx/subjects/ReplaySubjectPerf.java,"subscribeAfterEvents(Input, Blackhole)","subscribeAfterEvents(ReplaySubject, Input, Blackhole)"
d429110e6ae2d16183ecfa8243ab4ef36fff0c08,rxjava-core/src/perf/java/rx/subjects/ReplaySubjectPerf.java,"subscribeBeforeEvents(Input, Blackhole)","subscribeBeforeEvents(ReplaySubject, Input, Blackhole)"
2470459f3c79d3ad557104a3fdcc54e53993922a,rxjava-core/src/perf/java/rx/jmh/InputWithIncrementingInteger.java,"setup()","setup(BlackHole)"
